city,lat,lng,iso2,admin_name
Vanino,49.0873,140.2425,RU,Khabarovskiy Kray
De Kastri,51.4666,140.7833,RU,Khabarovskiy Kray
Provideniya,64.4235,-173.2258,RU,
Tukchi,57.367,139.5,RU,Khabarovskiy Kray
Nyukzha,56.5312,121.6131,RU,Amurskaya Oblast’
Severo Kurilsk,50.6905,156.085,RU,Sakhalinskaya Oblast’
Egvekinot,66.3221,-179.1837,RU,Chukotskiy Avtonomnyy Okrug
Khakhar,57.6666,135.43,RU,Khabarovskiy Kray
Batagay,67.656,134.635,RU,Sakha (Yakutiya)
Il'pyrskiy,59.9674,164.172,RU,Kamchatskiy Kray
Enurmino,66.95,-171.8166,RU,Chukotskiy Avtonomnyy Okrug
Korf,60.3321,165.8183,RU,Kamchatskiy Kray
Vitim,59.4515,112.5578,RU,Sakha (Yakutiya)
Timashevsk,45.6247,38.9444,RU,Krasnodarskiy Kray
Tikhoretsk,45.8531,40.1377,RU,Krasnodarskiy Kray
Tuapse,44.1148,39.0644,RU,Krasnodarskiy Kray
Apsheronsk,44.4687,39.7287,RU,Krasnodarskiy Kray
Yeysk,46.6988,38.2634,RU,Krasnodarskiy Kray
Labinsk,44.6348,40.7443,RU,Krasnodarskiy Kray
Yerema,60.3808,107.7794,RU,Irkutskaya Oblast’
Tomsk,56.495,84.975,RU,Tomskaya Oblast’
Krasnogorsk,48.4615,142.09,RU,Sakhalinskaya Oblast’
Kholmsk,47.0473,142.0624,RU,Sakhalinskaya Oblast’
Aleksandrovsk Sakhalinskiy,50.8975,142.1561,RU,Sakhalinskaya Oblast’
Nevelsk,46.6803,141.8699,RU,Sakhalinskaya Oblast’
Zemlya Bunge,74.8983,142.105,RU,Sakha (Yakutiya)
Chokurdakh,70.6183,147.8946,RU,Sakha (Yakutiya)
Tulun,54.5653,100.5654,RU,Irkutskaya Oblast’
Chelyabinsk,55.155,61.4387,RU,Chelyabinskaya Oblast’
Shalaurova,73.2204,143.1833,RU,Sakha (Yakutiya)
Mogocha,53.7333,119.7666,RU,Zabaykal’skiy Kray
Petrovsk Zabaykalskiy,51.2827,108.8327,RU,Zabaykal’skiy Kray
Blagoveshchensk,50.2666,127.5333,RU,Amurskaya Oblast’
Usolye Sibirskoye,52.765,103.645,RU,Irkutskaya Oblast’
Gorod Maykop,44.6667,40,RU,Adygeya
Krasnodar,45.02,39,RU,Krasnodarskiy Kray
Petropavlovsk Kamchatskiy,53.062,158.623,RU,Kamchatskiy Kray
Millerovo,48.9379,40.3974,RU,Rostovskaya Oblast’
Salsk,46.4775,41.542,RU,Rostovskaya Oblast’
Belaya Kalitva,48.1865,40.7861,RU,Rostovskaya Oblast’
Kamensk Shakhtinskiy,48.3318,40.2518,RU,Rostovskaya Oblast’
Chernyakhovsk,54.6316,21.8109,RU,Kaliningradskaya Oblast’
Sovetsk,55.0718,21.882,RU,Kaliningradskaya Oblast’
Aginskoye,51.1031,114.5228,RU,Zabaykal’skiy Kray
Tura,64.2833,100.25,RU,Krasnoyarskiy Kray
Palana,59.084,159.95,RU,Kamchatskiy Kray
Dudinka,69.4182,86.225,RU,Krasnoyarskiy Kray
Novocherkassk,47.42,40.08,RU,Rostovskaya Oblast’
Cyangugu,-2.4796,28.9,RW,Western Province
Kigali,-1.9536,30.0605,RW,
Ruhengeri,-1.4996,29.63,RW,Northern Province
Nyanza,-2.3496,29.74,RW,Southern Province
Rwamagana,-1.9487,30.4347,RW,Eastern Province
Butare,-2.5896,29.73,RW,Southern Province
Kibungo,-2.1667,30.5333,RW,Eastern Province
Byumba,-1.5796,30.06,RW,Northern Province
Gikongoro,-2.4833,29.5667,RW,Southern Province
Kibuye,-2.05,29.35,RW,Western Province
Gisenyi,-1.6847,29.2629,RW,Western Province
Gitarama,-2.0696,29.76,RW,Southern Province
Al Qunfudhah,19.1264,41.0789,SA,
At Taif,21.2622,40.3823,SA,Makkah al Mukarramah
Qal at Bishah,20.0087,42.5987,SA,
Al Hillah,23.4895,46.7564,SA,Ar Riyāḑ
As Sulayyil,20.4623,45.5722,SA,Ar Riyāḑ
Al Wajh,26.2324,36.4636,SA,Tabūk
An Nabk,31.3333,37.3333,SA,Al Jawf
Al Kharj,24.1556,47.312,SA,Ar Riyāḑ
Najran,17.5065,44.1316,SA,Najrān
Al Bahah,20.0129,41.4677,SA,Al Bāḩah
Medina,24.5,39.58,SA,Al Madīnah al Munawwarah
Hail,27.5236,41.7001,SA,Ḩā’il
Jizan,16.9066,42.5566,SA,Jāzān
Makkah,21.43,39.82,SA,Makkah al Mukarramah
Tabuk,28.3838,36.555,SA,Tabūk
Arar,30.99,41.0207,SA,Al Ḩudūd ash Shamālīyah
Abha,18.2301,42.5001,SA,‘Asīr
Ad Damman,26.4282,50.0997,SA,Ash Sharqīyah
Buraydah,26.3664,43.9628,SA,Al Qaşīm
Sakakah,30,40.1333,SA,Al Jawf
Riyadh,24.6408,46.7727,SA,Ar Riyāḑ
Jeddah,21.5169,39.2192,SA,Makkah al Mukarramah
Hafar al Batin,28.4337,45.9601,SA,Ash Sharqīyah
Az Zahran,26.2914,50.1583,SA,Ash Sharqīyah
Al Jubayl,27.0046,49.646,SA,Ash Sharqīyah
Al-Qatif,26.5196,50.0115,SA,Ash Sharqīyah
Yanbu al Bahr,24.0943,38.0493,SA,Al Madīnah al Munawwarah
Al Mubarraz,25.4291,49.5659,SA,Ash Sharqīyah
Al Hufuf,25.3487,49.5856,SA,Ash Sharqīyah
Al Quwayiyah,24.0737,45.2806,SA,Ar Riyāḑ
Rafha,29.6202,43.4948,SA,Al Ḩudūd ash Shamālīyah
Dawmat al Jandal,29.8153,39.8664,SA,Al Jawf
Honiara,-9.438,159.9498,SB,Honiara
Auki,-8.7678,160.6978,SB,Malaita
Buala,-8.1448,159.5905,SB,Isabel
Gizo,-8.0996,156.835,SB,Western
Kirakira,-10.4544,161.9205,SB,Makira and Ulawa
Tulagi,-9.1031,160.1506,SB,Central
Taro,-6.7111,156.3972,SB,Choiseul
Tigoa,-11.5531,160.0647,SB,Rennell and Bellona
Lata,-10.738,165.8567,SB,Temotu
Victoria,-4.6166,55.45,SC,
Omdurman,15.6167,32.48,SD,Khartoum
Shendi,16.6805,33.42,SD,River Nile
El Manaqil,14.2504,32.98,SD,Al Gazira
Khartoum,15.5881,32.5342,SD,Khartoum
Atbara,17.71,33.98,SD,River Nile
Ed Dueim,13.9904,32.3,SD,White Nile
Haiya,18.3362,36.3842,SD,Red Sea
Tokar,18.4333,37.7333,SD,Red Sea
Merowe,18.4833,31.8167,SD,Northern
Kosti,13.17,32.66,SD,White Nile
Wadi Halfa,21.8,31.35,SD,Northern
Sennar,13.55,33.6,SD,Sennar
Kerma,19.6337,30.4166,SD,Northern
Berber,18.017,33.9833,SD,River Nile
Umm Ruwaba,12.9104,31.2,SD,North Kordofan
Muglad,11.0337,27.7333,SD,Western Kordofan
Babanusa,11.3334,27.8,SD,Western Kordofan
En Nuhud,12.6904,28.42,SD,Western Kordofan
Geneina,13.45,22.44,SD,West Darfur
Gedaref,14.04,35.38,SD,Al Gedaref
Ed Daein,11.4672,26.1317,SD,East Darfur
EdDamer,17.59,33.96,SD,River Nile
Ad Damazin,11.7704,34.35,SD,Blue Nile
El Fasher,13.63,25.35,SD,North Darfur
Port Sudan,19.6158,37.2164,SD,Red Sea
El Obeid,13.1833,30.2167,SD,North Kordofan
Kadugli,11.01,29.7,SD,South Kordofan
Niyala,12.06,24.89,SD,South Darfur
Dongola,19.1666,30.4833,SD,Northern
Rabak,13.188,32.7437,SD,White Nile
Zalingei,12.9092,23.4706,SD,Central Darfur
El Fula,11.712,28.3462,SD,Western Kordofan
Singa,13.1483,33.9312,SD,Sennar
Kassala,15.46,36.39,SD,Kassala
Medani,14.4,33.52,SD,Al Gazira
Vasteraas,59.63,16.54,SE,Västmanland
Uppsala,59.85,17.6333,SE,Uppsala
Orebro,59.2803,15.22,SE,Örebro
Ostersund,63.1833,14.65,SE,Jämtland
Karlstad,59.3671,13.4999,SE,Värmland
Nykoping,58.764,17.015,SE,Södermanland
Goteborg,57.75,12,SE,Västra Götaland
Halmstad,56.6718,12.8556,SE,Halland
Linkoping,58.41,15.6299,SE,Östergötland
Jonkoping,57.7713,14.165,SE,Jönköping
Kalmar,56.667,16.3666,SE,Kalmar
Gavle,60.667,17.1666,SE,Gävleborg
Malmo,55.5833,13.0333,SE,Skåne
Vaxjo,56.8837,14.8167,SE,Kronoberg
Lulea,65.5966,22.1584,SE,Norrbotten
Stockholm,59.3508,18.0973,SE,Stockholm
Karlskrona,56.203,15.296,SE,Blekinge
Falun,60.613,15.647,SE,Dalarna
Harnosand,62.634,17.934,SE,Västernorrland
Uppsala,59.8601,17.64,SE,Stockholm
Umea,63.83,20.24,SE,Västerbotten
Kiruna,67.85,20.2166,SE,Norrbotten
Helsingborg,56.0505,12.7,SE,Skåne
Skelleftea,64.7721,20.95,SE,Västerbotten
Bollnas,61.352,16.3666,SE,Gävleborg
Trollhattan,58.2671,12.3,SE,Västra Götaland
Ornskoldsvik,63.318,18.7167,SE,Västernorrland
Sundsvall,62.4001,17.3167,SE,Västernorrland
Norrkoping,58.5954,16.1787,SE,Östergötland
Vannersborg,58.363,12.33,SE,Västra Götaland
Boras,57.7304,12.92,SE,Västra Götaland
Kristianstad,56.0337,14.1333,SE,Skåne
Borlange,60.4833,15.4167,SE,Dalarna
Mariestad,58.705,13.828,SE,Västra Götaland
Visby,57.6337,18.3,SE,Gotland
Singapore,1.293,103.8558,SG,
Edinburgh of the Seven Seas,-37.0675,-12.3105,SH,Tristan da Cunha
Georgetown,-7.9286,-14.4119,SH,Ascension
Jamestown,-15.9264,-5.7172,SH,Saint Helena
Ljubljana,46.0553,14.515,SI,Ljubljana
Recica ob Savinji,46.3167,14.9167,SI,Rečica ob Savinji
Selnica ob Dravi,46.55,15.495,SI,Selnica ob Dravi
Semic,45.6461,15.1822,SI,Semič
Salovci,46.825,16.2981,SI,Šalovci
Ribnica na Pohorju,46.535,15.2728,SI,Ribnica na Pohorju
Ribnica,45.7386,14.7275,SI,Ribnica
Rogaska Slatina,46.2375,15.6397,SI,Rogaška Slatina
Rogasovci,46.8,16.0333,SI,Rogašovci
Rogatec,46.2294,15.7003,SI,Rogatec
Ruse,46.5394,15.5158,SI,Ruše
Volcja Draga,45.9069,13.6775,SI,Renče-Vogrsko
Miklavz na Dravskem Polju,46.5058,15.6972,SI,Miklavž na Dravskem Polju
Miren,45.8956,13.6075,SI,Miren-Kostanjevica
Poljcane,46.3119,15.5792,SI,Poljčane
Prevalje,46.5469,14.9208,SI,Prevalje
Race,46.4519,15.6814,SI,Rače-Fram
Podlehnik,46.3353,15.88,SI,Podlehnik
Prebold,46.2369,15.0925,SI,Prebold
Ptuj,46.4214,15.8697,SI,Ptuj
Puconci,46.7067,16.1564,SI,Puconci
Postojna,45.7769,14.2167,SI,Postojna
Pivka,45.6794,14.1967,SI,Pivka
Radece,46.0681,15.1839,SI,Radeče
Polzela,46.2833,15.0667,SI,Polzela
Preddvor,46.3025,14.4231,SI,Preddvor
Podvelka,46.5869,15.3306,SI,Podvelka
Podcetrtek,46.1569,15.5986,SI,Podčetrtek
Ajdovscina,45.8875,13.9111,SI,Ajdovščina
Bled,46.3692,14.1136,SI,Bled
Bistrica ob Sotli,46.0589,15.6642,SI,Bistrica ob Sotli
Benedikt v Slovenskih Goricah,46.6086,15.8883,SI,Benedikt
Beltinci,46.6053,16.2406,SI,Beltinci
Gornji Petrovci,46.8053,16.2225,SI,Gornji Petrovci
Grad,46.8,16.1,SI,Grad
Grosuplje,45.9556,14.6589,SI,Grosuplje
Nova Vas,45.7717,14.5058,SI,Bloke
Spodnja Hajdina,46.4089,15.8469,SI,Hajdina
Bohinjska Bistrica,46.2769,13.955,SI,Bohinj
Borovnica,45.9158,14.3631,SI,Borovnica
Bovec,46.3375,13.5528,SI,Bovec
Braslovce,46.2897,15.0389,SI,Braslovče
Brezice,45.9033,15.5911,SI,Brežice
Brezovica,46.0333,14.4,SI,Brezovica
Dobrovo,45.9964,13.5264,SI,Brda
Cankova,46.7208,16.0225,SI,Cankova
Celje,46.2361,15.2675,SI,Celje
Cerklje na Gorenjskem,46.2542,14.4886,SI,Cerklje na Gorenjskem
Cerknica,45.7931,14.3625,SI,Cerknica
Cerkno,46.1256,13.9817,SI,Cerkno
Cerkvenjak,46.5706,15.9436,SI,Cerkvenjak
Crensovci,46.5744,16.2906,SI,Črenšovci
Crna na Koroskem,46.4667,14.85,SI,Črna na Koroškem
Crnomelj,45.5711,15.1889,SI,Črnomelj
Destrnik,46.5006,15.875,SI,Destrnik
Horjul,46.0236,14.2992,SI,Horjul
Kranjska Gora,46.4839,13.7894,SI,Kranjska Gora
Krizevci pri Ljutomeru,46.5683,16.1386,SI,Križevci
Krsko,45.9531,15.4894,SI,Krško
Ilirska Bistrica,45.5697,14.2408,SI,Ilirska Bistrica
Ivancna Gorica,45.9383,14.8044,SI,Ivančna Gorica
Izola,45.5369,13.6619,SI,Izola
Jesenice,46.4306,14.0669,SI,Jesenice
Koper,45.5469,13.7294,SI,Koper
Kostanjevica na Krki,45.8461,15.4222,SI,Kostanjevica na Krki
Kozje,46.075,15.5603,SI,Kozje
Kranj,46.2411,14.3617,SI,Kranj
Lendava,46.5614,16.4506,SI,Lendava
Litija,46.0586,14.8225,SI,Litija
Ljubno,46.3456,14.835,SI,Ljubno
Ljutomer,46.5208,16.1975,SI,Ljutomer
Spodnje Hoce,46.5,15.65,SI,Hoče-Slivnica
Hodos,46.8233,16.3342,SI,Hodoš
Hrastnik,46.1461,15.0814,SI,Hrastnik
Kozina,45.61,13.9356,SI,Hrpelje-Kozina
Idrija,46.0028,14.0306,SI,Idrija
Ig,45.9603,14.5289,SI,Ig
Zgornja Kungota,46.6392,15.6156,SI,Kungota
Kuzma,46.8369,16.0833,SI,Kuzma
Lasko,46.1519,15.2364,SI,Laško
Lenart v Slovenskih Goricah,46.5761,15.8314,SI,Lenart
Logatec,45.9144,14.2258,SI,Logatec
Log pri Brezovici,46.0167,14.3667,SI,Log-Dragomer
Stari Trg pri Lozu,45.7128,14.4694,SI,Loška Dolina
Hrib-Loski Potok,45.7011,14.5911,SI,Loški Potok
Zgornje Jezersko,46.3833,14.4667,SI,Jezersko
Jursinci,46.4847,15.9714,SI,Juršinci
Kamnik,46.2197,14.6094,SI,Kamnik
Kanal,46.0886,13.6397,SI,Kanal
Kidricevo,46.4036,15.7911,SI,Kidričevo
Kobarid,46.2481,13.5772,SI,Kobarid
Kobilje,46.6847,16.3978,SI,Kobilje
Kocevje,45.6433,14.8633,SI,Kočevje
Komen,45.8153,13.7483,SI,Komen
Sveta Trojica v Slovenskih Goricah,46.5767,15.8769,SI,Sveta Trojica v Slovenskih Goricah
Pesnica pri Mariboru,46.6069,15.6767,SI,Pesnica
Piran,45.5278,13.5706,SI,Piran
Murska Sobota,46.6625,16.1664,SI,Murska Sobota
Muta,46.6114,15.1661,SI,Muta
Moravce,46.1369,14.745,SI,Moravče
Novo Mesto,45.7925,15.1647,SI,Novo Mesto
Odranci,46.5867,16.2803,SI,Odranci
Oplotnica,46.3878,15.4467,SI,Oplotnica
Ormoz,46.4114,16.1544,SI,Ormož
Moravske-Toplice,46.6875,16.2256,SI,Moravske Toplice
Mozirje,46.3394,14.9633,SI,Mozirje
Mirna,45.9553,15.0619,SI,Mirna
Mirna Pec,45.8603,15.0833,SI,Mirna Peč
Mislinja,46.4411,15.1956,SI,Mislinja
Mokronog,45.9342,15.1408,SI,Mokronog-Trebelno
Naklo,46.2728,14.3172,SI,Naklo
Nova Gorica,45.9614,13.6436,SI,Nova Gorica
Dol pri Ljubljani,46.0886,14.6008,SI,Dol pri Ljubljani
Dolenjske Toplice,45.7667,15.0667,SI,Dolenjske Toplice
Domzale,46.1381,14.5978,SI,Domžale
Dornava,46.4367,15.9536,SI,Dornava
Dravograd,46.5881,15.0192,SI,Dravograd
Spodnji Duplek,46.5031,15.7453,SI,Duplek
Gorenja Vas,46.1072,14.1481,SI,Gorenja Vas-Poljane
Gorisnica,46.4147,16.0139,SI,Gorišnica
Gornja Radgona,46.6733,15.9922,SI,Gornja Radgona
Gornji Grad,46.2953,14.8083,SI,Gornji Grad
Zgornje Gorje,46.3833,14.0833,SI,Gorje
Divaca,45.6847,13.9703,SI,Divača
Dobje pri Planini,46.1367,15.4089,SI,Dobje
Videm,45.85,14.6942,SI,Dobrepolje
Dobrna,46.3375,15.2264,SI,Dobrna
Dobrova,46.055,14.4172,SI,Dobrova-Polhov Gradec
Dobrovnik,46.6514,16.3525,SI,Dobrovnik
Radenci,46.6472,16.0442,SI,Radenci
Radlje ob Dravi,46.6142,15.2264,SI,Radlje ob Dravi
Radovljica,46.3444,14.1744,SI,Radovljica
Ravne na Koroskem,46.5431,14.9692,SI,Ravne na Koroškem
Sentjur,46.2172,15.3975,SI,Šentjur
Sentrupert,45.9778,15.0956,SI,Šentrupert
Sevnica,46.0078,15.3156,SI,Sevnica
Vitomarci,46.5275,15.9394,SI,Sveti Andraž v Slovenskih Goricah
Straza,45.78,15.0728,SI,Straža
Sveta Ana v Slovenskih Goricah,46.6492,15.8442,SI,Sveta Ana
Jurovski Dol,46.6064,15.7847,SI,Sveti Jurij v Slovenskih Goricah
Sostanj,46.38,15.0486,SI,Šoštanj
Sredisce ob Dravi,46.3942,16.2681,SI,Središče ob Dravi
Starse,46.4658,15.7672,SI,Starše
Store,46.2208,15.3139,SI,Štore
Sveti Jurij ob Scavnici,46.5695,16.0235,SI,Sveti Jurij ob Ščavnici
Smartno ob Paki,46.3333,15.0333,SI,Šmartno ob Paki
Smartno pri Litiji,46.0444,14.8442,SI,Šmartno pri Litiji
Sodrazica,45.7611,14.6356,SI,Sodražica
Solcava,46.4194,14.6936,SI,Solčava
Slovenj Gradec,46.5103,15.0806,SI,Slovenj Gradec
Slovenska Bistrica,46.3928,15.5744,SI,Slovenska Bistrica
Slovenske Konjice,46.3367,15.4258,SI,Slovenske Konjice
Smarje pri Jelsah,46.2272,15.5192,SI,Šmarje pri Jelšah
Sencur,46.2456,14.4197,SI,Šenčur
Sempeter pri Gorici,45.9275,13.6411,SI,Šempeter-Vrtojba
Sentilj,46.6817,15.6481,SI,Šentilj
Sentjernej,45.84,15.3361,SI,Šentjernej
Sezana,45.7069,13.8722,SI,Sežana
Skocjan,45.9067,15.2914,SI,Škocjan
Skofja Loka,46.1672,14.3089,SI,Škofja Loka
Skofljica,45.9833,14.5767,SI,Škofljica
Razkrizje,46.5217,16.2811,SI,Razkrižje
Markovci,46.3833,15.95,SI,Markovci
Medvode,46.1333,14.4333,SI,Medvode
Menges,46.1669,14.575,SI,Mengeš
Metlika,45.6472,15.3142,SI,Metlika
Mezica,46.5214,14.8544,SI,Mežica
Lovrenc na Pohorju,46.5406,15.3931,SI,Lovrenc na Pohorju
Luce,46.3561,14.7467,SI,Luče
Lukovica pri Domzalah,46.1667,14.7,SI,Lukovica
Majsperk,46.3517,15.7336,SI,Majšperk
Makole,46.3172,15.6672,SI,Makole
Maribor,46.5405,15.65,SI,Maribor
Tomaz pri Ormozu,46.4842,16.0836,SI,Sveti Tomaž
Videm pri Ptuju,46.3686,15.9064,SI,Videm
Tolmin,46.1864,13.7361,SI,Tolmin
Trbovlje,46.155,15.0533,SI,Trbovlje
Trebnje,45.9042,15.0217,SI,Trebnje
Trzic,46.3667,14.3167,SI,Tržič
Turnisce,46.6278,16.3203,SI,Turnišče
Velenje,46.3592,15.1103,SI,Velenje
Velike Lasce,45.8322,14.6364,SI,Velike Lašče
Vipava,45.8467,13.9631,SI,Vipava
Vitanje,46.3817,15.2958,SI,Vitanje
Vodice,46.2,14.5,SI,Vodice
Vrhnika,45.9661,14.2956,SI,Vrhnika
Vuzenica,46.5964,15.1672,SI,Vuzenica
Zagorje ob Savi,46.1342,15.0014,SI,Zagorje ob Savi
Zavrc,46.3917,16.0497,SI,Zavrč
Zelezniki,46.2333,14.1667,SI,Železniki
Vojnik,46.2933,15.3033,SI,Vojnik
Vransko,46.2439,14.9514,SI,Vransko
Zalec,46.2536,15.1675,SI,Žalec
Zetale,46.275,15.7939,SI,Žetale
Zirovnica,46.4047,14.14,SI,Žirovnica
Zuzemberk,45.8339,14.9292,SI,Žužemberk
Trnovska Vas,46.5167,15.9,SI,Trnovska Vas
Trzin,46.1333,14.5667,SI,Trzin
Velika Polana,46.5719,16.3469,SI,Velika Polana
Verzej,46.5836,16.1653,SI,Veržej
Ziri,46.0422,14.1072,SI,Žiri
Zrece,46.3833,15.3667,SI,Zreče
Tabor,46.2361,15.0183,SI,Tabor
Tisina,46.6581,16.0917,SI,Tišina
Osilnica,45.5292,14.6979,SI,Osilnica
Kostel,45.5084,14.9101,SI,Kostel
Cirkulane,46.3453,15.9952,SI,Cirkulane
Apace,46.6972,15.9106,SI,Apače
Komenda,46.2038,14.5407,SI,Komenda
Smarjeske Toplice,45.862,15.2231,SI,Šmarješke Toplice
Nazarje,46.3176,14.9467,SI,Nazarje
Ankaran,45.5786,13.7361,SI,Ankaran
Zilina,49.2198,18.7494,SK,Žilinský
Bratislava,48.15,17.117,SK,Bratislavský
Trnava,48.3666,17.6,SK,Trnavský
Presov,48.9997,21.2394,SK,Prešovský
Kosice,48.7304,21.25,SK,Košický
Trencin,48.8867,18.048,SK,Trenčiansky
Nitra,48.309,18.0873,SK,Nitriansky
Banska Bystrica,48.7333,19.15,SK,Banskobystrický
Zvolen,48.5837,19.1332,SK,Banskobystrický
Bo,7.97,-11.74,SL,Southern
Makeni,8.8804,-12.05,SL,Northern
Koidu,8.4405,-10.85,SL,Eastern
Freetown,8.47,-13.2342,SL,Western Area
Kenema,7.8804,-11.19,SL,Eastern
Port Loko,8.7661,-12.787,SL,
Serravalle,43.95,12.5,SM,Serravalle
Poggio di Chiesanuova,43.9167,12.4167,SM,Chiesanuova
Acquaviva,43.95,12.4167,SM,Acquaviva
San Marino,43.9172,12.4667,SM,San Marino Città
Louga,15.6104,-16.25,SN,Louga
Sedhiou,12.7081,-15.5569,SN,Sédhiou
Matam,15.6559,-13.2554,SN,Matam
Dakar,14.7158,-17.4731,SN,Dakar
Kaedi,16.15,-13.5,SN,Matam
Saint-Louis,16.0186,-16.4906,SN,Saint-Louis
Diourbel,14.6604,-16.24,SN,Diourbel
Tambacounda,13.7804,-13.68,SN,Tambacounda
Thies,14.8104,-16.93,SN,Thiès
Fatick,14.344,-16.416,SN,Fatick
Kaolack,14.15,-16.1,SN,Kaolack
Kolda,12.9104,-14.95,SN,Kolda
Ziguinchor,12.59,-16.29,SN,Ziguinchor
Kaffrine,14.1016,-15.5467,SN,Kaffrine
Kedougou,12.5604,-12.18,SN,Kédougou
Hargeysa,9.56,44.065,SO,Woqooyi Galbeed
Mereeg,3.7666,47.3,SO,Galguduud
Mogadishu,2.0667,45.3667,SO,Banaadir
Qardho,9.5004,49.166,SO,Bari
Garoowe,8.4,48.5,SO,Nugaal
Laascaanood,8.4774,47.3597,SO,Sool
Luuq,3.8005,42.55,SO,Gedo
Jamaame,0.0722,42.7506,SO,Jubbada Hoose
Bandarbeyla,9.4833,50.8167,SO,Bari
Buurhakaba,2.7837,44.0833,SO,Bay
Baki,9.8921,43.3853,SO,Awdal
Burco,9.5221,45.5336,SO,Togdheer
Dhuusa Mareeb,5.742,46.508,SO,Galguduud
Gaalkacyo,6.77,47.43,SO,Mudug
Eyl,7.9833,49.8333,SO,Nugaal
Hurdiyo,10.582,51.1233,SO,Bari
Ceerigaabo,10.6162,47.3679,SO,Sanaag
Bu'aale,1.0833,42.5833,SO,Jubbada Dhexe
Hudur,4.1833,43.8667,SO,Bakool
Marka,1.7766,44.8533,SO,Shabeellaha Hoose
Jawhar,2.767,45.5166,SO,Shabeellaha Dhexe
Beledweyne,4.74,45.2,SO,Hiiraan
Kismaayo,-0.3566,42.5183,SO,Jubbada Hoose
Garbahaarey,3.327,42.227,SO,Gedo
Boosaaso,11.28,49.18,SO,Bari
Caluula,11.967,50.75,SO,Bari
Baydhabo,3.12,43.65,SO,Bay
Buur Gaabo,-1.2009,41.852,SO,Jubbada Hoose
Cottica,3.85,-54.2333,SR,Sipaliwini
Paramaribo,5.835,-55.167,SR,Paramaribo
Groningen,5.797,-55.481,SR,Saramacca
Lelydorp,5.7,-55.2333,SR,Wanica
Albina,5.5,-54.05,SR,Marowijne
Totness,5.8904,-56.32,SR,Coronie
Nieuw Nickerie,5.9504,-56.99,SR,Nickerie
Nieuw Amsterdam,5.91,-55.07,SR,Commewijne
Onverwacht,5.6,-55.2,SR,Para
Brownsweg,5.02,-55.17,SR,Brokopondo
Brokopondo,5.0404,-55.02,SR,Brokopondo
Moengo,5.63,-54.41,SR,Marowijne
Juba,4.83,31.58,SS,Central Equatoria
Melut,10.4337,32.2,SS,Upper Nile
Gogrial,8.5337,28.1167,SS,Warrap
Malakal,9.5369,31.656,SS,Upper Nile
Nimule,3.6,32.05,SS,Eastern Equatoria
Torit,4.4118,32.5705,SS,Eastern Equatoria
Maridi,4.9151,29.4769,SS,Western Equatoria
Kapoeta,4.7721,33.5902,SS,Eastern Equatoria
Nasir,8.6004,33.0666,SS,Upper Nile
Yei,4.0904,30.68,SS,Central Equatoria
Aweil,8.7666,27.4,SS,Northern Bahr el Ghazal
Rumbek,6.8,29.6833,SS,Lakes
Yambio,4.5705,28.4163,SS,Western Equatoria
Bor,6.2072,31.5591,SS,Jonglei
Bentiu,9.2333,29.8333,SS,Unity
Kuacjok,8.3028,27.98,SS,Warrap
Wau,7.7,27.99,SS,Western Bahr el Ghazal
Santo Antonio,1.645,7.412,ST,Príncipe
Sao Tome,0.3334,6.7333,ST,São Tomé
San Salvador,13.71,-89.203,SV,San Salvador
San Miguel,13.4833,-88.1833,SV,San Miguel
Nueva San Salvador,13.674,-89.29,SV,La Libertad
Ahuachapan,13.919,-89.845,SV,Ahuachapán
Cojutepeque,13.7167,-88.9333,SV,Cuscatlán
Zacatecoluca,13.508,-88.868,SV,La Paz
La Union,13.332,-87.839,SV,La Unión
San Francisco Gotera,13.7,-88.1,SV,Morazán
Sensuntepeque,13.88,-88.63,SV,Cabañas
Chalatenango,14.072,-89.094,SV,Chalatenango
Santa Ana,13.9946,-89.5598,SV,Santa Ana
San Vicente,13.641,-88.785,SV,San Vicente
Sonsonate,13.72,-89.73,SV,Sonsonate
Usulutan,13.346,-88.432,SV,Usulután
Philipsburg,18.0255,-63.045,SX,
Ar Raqqah,35.9304,39.02,SY,Ar Raqqah
Tartus,34.8846,35.8866,SY,Ţarţūs
Douma,33.5833,36.4,SY,Rīf Dimashq
As Suwayda,32.7004,36.5666,SY,As Suwaydā’
Al Hasakah,36.4833,40.75,SY,Al Ḩasakah
Dar'a,32.625,36.105,SY,Dar‘ā
Hamah,35.1503,36.73,SY,Ḩamāh
Idlib,35.9297,36.6317,SY,Idlib
Manbij,36.5266,37.9563,SY,Ḩalab
Izaz,36.5888,37.0441,SY,Ḩalab
Hims,34.73,36.72,SY,Ḩimş
Damascus,33.5,36.3,SY,Dimashq
Al Ladhiqiyah,35.54,35.78,SY,Al Lādhiqīyah
Al Qunaytirah,33.1257,35.8236,SY,Al Qunayţirah
Madinat ath Thawrah,35.8367,38.5481,SY,Ar Raqqah
Al Qamishli,37.03,41.23,SY,Al Ḩasakah
Dayr az Zawr,35.3304,40.13,SY,Dayr az Zawr
Tadmur,34.5504,38.2833,SY,Ḩimş
Abu Kamal,34.4504,40.9186,SY,Dayr az Zawr
Aleppo,36.23,37.17,SY,Ḩalab
Ad Nabk,34.017,36.7333,SY,Rīf Dimashq
Mbabane,-26.3167,31.1333,SZ,Hhohho
Lobamba,-26.4667,31.2,SZ,
Golela,-27.2962,31.9,SZ,
